Sl_No,Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
1214,SIA/OR/MIN/19522/2017,To be assigned,Orissa,Ganjam,Digapahandi,Date of Submission : 05 Jun 2017,No Date,Non-Coal Mining,PALASPUR SAND QUARRY,Delisted
1215,SIA/OR/MIN/21426/2017,21426/1958-NCM/02-2018,Orissa,Nuapada,Nuapada,Date of Submission : 01 Feb 2018,No Date,Non-Coal Mining,KRISHNA KUMAR AGRAWAL,MoveToTORtoEC
1216,SIA/OR/IND2/21721/2018,21721/96-IND2/01-2018,Orissa,Rayagada,Gunupur,Date of Submission : 21 Jan 2018,No Date,Industrial Projects - 2,GOURI SANKAR DAS,MoveToTORtoEC
1217,SIA/OR/IND2/21776/2018,21776/107-IND2/01-2018,Orissa,Kalahandi,Kokasara,Date of Submission : 27 Jan 2018,No Date,Industrial Projects - 2,SRI JAGDISH PRASAD,MoveToTORtoEC
1218,SIA/OR/IND2/21777/2018,21777/108-IND2/01-2018,Orissa,Kalahandi,Jayapatna,Date of Submission : 27 Jan 2018,No Date,Industrial Projects - 2,SRI JAGDISH PRASAD,MoveToTORtoEC
1219,SIA/OR/IND2/21778/2018,21778/109-IND2/01-2018,Orissa,Kalahandi,Kesinga,Date of Submission : 27 Jan 2018,No Date,Industrial Projects - 2,DURGA PRASAD SAHU,MoveToTORtoEC
1220,SIA/OR/IND2/29164/2018,29164/568-IND2/10-2018,Orissa,Mayurbhanj,Bisoi,Date of Submission : 30 Oct 2018,No Date,Industrial Projects - 2,MATHURA PRASAD SHAW,Rejected - Processed offline
1221,SIA/OR/MIN/9550/2016,9550/1253-NCM/01-2016,Orissa,Kandhamal,Tikabali,Date of Submission : 23 Jan 2016,No Date,Non-Coal Mining,SANTOSH KUMAR PANDA,Delisted
1222,SIA/OR/NCP/11499/2016,11499/09-NCP/05-2016,Orissa,Khordha,Khandagiri,Date of Submission : 12 May 2016,No Date,INFRA-1,ODISSA STATE HOUSING BOARD,Delisted
1223,SIA/OR/MIN/56427/2020,56427/29-MINB1/09-2020,Orissa,Kendujhar,Barbil,Date of Submission : 10 Sep 2020,Date of TOR Granted : 16 Oct 2020,Non-Coal Mining,K.C. PRADHAN,TOR Granted
1224,SIA/OR/MIN/43870/2019,To be assigned,Orissa,Balangir,Balangir,Date of Submission : 28 Sep 2019,No Date,Non-Coal Mining,RIKASH KUMAR AGRAWAL,Delisted
1225,SIA/OR/MIN/30019/2018,To be assigned,Orissa,Kalahandi,Junagarh,Date of Submission : 29 Nov 2018,No Date,Non-Coal Mining,MS MANKESWARI GEMS PVT LTD,Delisted
1226,SIA/OR/MIN/9584/2016,9584/1366-NCM/01-2016,Orissa,Dhenkanal,Motunga,Date of Submission : 31 Jan 2016,No Date,Non-Coal Mining,BADALO ROAD METAL QUARRY,Delisted
1227,SIA/OR/IND2/27901/2018,27901/463-IND2/06-2018,Orissa,Sundargarh,Biramitrapur,Date of Submission : 26 Jun 2018,No Date,Industrial Projects - 2,SANJAY KUMAR JAISWAL,Rejected - Processed offline
1228,SIA/OR/MIN/61621/2021,61621/115-MINB1/03-2021,Orissa,Cuttack,Barang,Date of Submission : 23 Jun 2021,Date of TOR Granted : 28 Aug 2021,Non-Coal Mining,SUBASH CHANDRA ROUT,TOR Granted
1229,SIA/OR/MIN/60951/2021,60951/87-MINB1/02-2021,Orissa,Nabarangpur,Chandahandi,Date of Submission : 23 Feb 2021,Date of TOR Granted : 07 Apr 2021,Non-Coal Mining,SUBHRANSHU SEKHAR PADHI,TOR Granted
1230,SIA/OR/MIN/60986/2021,60986/112-MINB1/02-2021,Orissa,Sambalpur,Rengali,Date of Submission : 08 Jun 2021,Date of TOR Granted : 11 Jul 2021,Non-Coal Mining,TAHASILDARRENGALI,TOR Granted
1231,SIA/OR/MIN/28878/2018,28878/25-NCMB1/08-2018,Orissa,Kalahandi,Kesinga,Date of Submission : 03 Sep 2018,Date of TOR Granted : 29 Nov 2018,Non-Coal Mining,SRI OMPRAKASH JAIN,TOR Granted
1232,SIA/OR/MIN/58509/2020,58509/46-MINB1/11-2020,Orissa,Dhenkanal,Parajang,Date of Submission : 23 Nov 2020,Date of TOR Granted : 18 Jan 2021,Non-Coal Mining,TAHSILDAR PARJANG,TOR Granted
1233,SIA/OR/MIN/58510/2020,58510/49-MINB1/11-2020,Orissa,Dhenkanal,Parajang,Date of Submission : 19 Dec 2020,Date of TOR Granted : 28 Feb 2021,Non-Coal Mining,TAHSILDAR PARJANG,TOR Granted
1234,SIA/OR/IND2/30017/2018,To be assigned,Orissa,Bhadrak,Bhandari Pokhari,Date of Submission : 20 Feb 2019,No Date,Industrial Projects - 2,INDIAN OIL CORPORATION LIMITED REFINERIES HEADQUARTERS,Delisted
1235,SIA/OR/MIN/30021/2018,To be assigned,Orissa,Kalahandi,Junagarh,Date of Submission : 29 Nov 2018,No Date,Non-Coal Mining,MS MANKESWARI GEMS PVT LTD,Delisted
1236,SIA/OR/MIN/55878/2020,To be assigned,Orissa,Ganjam,Purusottampur,Date of Submission : 27 Oct 2022,No Date,Non-Coal Mining,TAHASILDAR POLASARA,WithdrawTOR
1237,SIA/OR/MIN/55879/2020,To be assigned,Orissa,Ganjam,Purusottampur,Date of Submission : 23 Aug 2020,No Date,Non-Coal Mining,TAHASILDAR POLASARA,Delisted
1238,SIA/OR/IND2/29167/2018,29167/567-IND2/10-2018,Orissa,Mayurbhanj,Rairangpur,Date of Submission : 30 Oct 2018,No Date,Industrial Projects - 2,RABINDRANATH TIRIYA,MoveToTORtoEC
1239,SIA/OR/IND/29726/2018,To be assigned,Orissa,Jajpur,Jajapur,Date of Submission : 30 Oct 2018,No Date,Industrial Projects - 1,CHETTINAD CEMENT CORPORATION LIMITED,Delisted
1240,SIA/OR/IND/55957/2020,55957/13-IND/09-2020,Orissa,Khordha,Begunia,Date of Submission : 24 Sep 2020,No Date,Industrial Projects - 1,Pawan Kumar Gupta,Rejection Letter Granted
1241,SIA/OR/IND/31645/2019,31645/06-IND/05-2019,Orissa,Sundargarh,Hemgir,Date of Submission : 16 May 2019,No Date,Industrial Projects - 1,VASUNDHARA POWER,Rejection Letter Granted
1242,SIA/OR/MIN/62420/2021,62420/119-MINB1/04-2021,Orissa,Khordha,Tangi,Date of Submission : 05 Apr 2021,Date of TOR Granted : 19 Jul 2021,Non-Coal Mining,TAHASILDAR TANGI,TOR Granted
1243,SIA/OR/MIN/29311/2018,29311/27-NCMB1/10-2018,Orissa,Sundargarh,Koida,Date of Submission : 11 Oct 2018,Date of TOR Granted : 01 Dec 2019,Non-Coal Mining,B C DAGARA,TOR Granted
1244,SIA/OR/MIN/59078/2020,59078/50-MINB1/12-2020,Orissa,Sonapur,Tarbha,Date of Submission : 11 Dec 2020,Date of TOR Granted : 28 Feb 2021,Non-Coal Mining,NAROTTAM MOHANTY,TOR Granted
1245,SIA/OR/MIN/60452/2021,60452/76-MINB1/02-2021,Orissa,Mayurbhanj,Bahalda,Date of Submission : 14 Feb 2021,Date of TOR Granted : 03 Apr 2021,Non-Coal Mining,TAHASILDAR BAHALDA,TOR Granted
1246,SIA/OR/MIN/61728/2021,61728/140-MINB1/03-2021,Orissa,Jagatsinghapur,Jagatsinghapur,Date of Submission : 21 Jun 2021,Date of TOR Granted : 04 Oct 2021,Non-Coal Mining,"TAHASILDAR, JAGATSINGHPUR",TOR Granted
1247,SIA/OR/MIN/61829/2021,61829/110-MINB1/03-2021,Orissa,Angul,Talcher Sadar,Date of Submission : 24 Mar 2021,Date of TOR Granted : 08 Jul 2021,Non-Coal Mining,PITAMBAR BHUTIA,TOR Granted
1248,SIA/OR/IND2/36106/2019,36106/14-IND2/05-2019,Orissa,Ganjam,Buguda,Date of Submission : 15 May 2019,Date of TOR Granted : 11 Oct 2019,Industrial Projects - 2,KALIA SETHI,TOR Granted - Processed offline
1249,SIA/OR/IND2/31733/2019,31733/21-IND2/06-2019,Orissa,Ganjam,Hinjili,Date of Submission : 01 Jun 2019,Date of TOR Granted : 03 Feb 2020,Industrial Projects - 2,SALMA KHAN,TOR Granted
1250,SIA/OR/MIN/60618/2021,60618/92-MINB1/02-2021,Orissa,Puri,Delanga,Date of Submission : 24 Feb 2021,Date of TOR Granted : 11 May 2021,Non-Coal Mining,"TAHASILDAR,DELANGA",TOR Granted
1251,SIA/OR/MIN/60333/2021,60333/70-MINB1/01-2021,Orissa,Rayagada,Rayagada,Date of Submission : 04 Feb 2021,Date of TOR Granted : 03 Apr 2021,Non-Coal Mining,TAHSILDAR KOLNARA,TOR Granted
1252,SIA/OR/MIN/28660/2018,To be assigned,Orissa,Nuapada,Khariar,Date of Submission : 08 Sep 2018,No Date,Non-Coal Mining,PAWAN KU AGRAWAL,Delisted
1253,SIA/OR/CMIN/60890/2021,60890/96-MINB1/02-2021,Orissa,Ganjam,Purusottampur,Date of Submission : 17 Feb 2021,Date of TOR Granted : 11 May 2021,Coal Mining,GOPAL CHANDRA SAHU,TOR Granted
1254,SIA/OR/MIN/67466/2021,67466/60-NCMB1/09/2021,Orissa,Balangir,Titlagarh,Date of Submission : 25 Sep 2021,Date of TOR Granted : 07 Feb 2022,Non-Coal Mining,RISHABH MINING PVT. LTD.,TOR Granted
1255,SIA/OR/MIN/56313/2020,To be assigned,Orissa,Kalahandi,Lanjigarh,Date of Submission : 14 Oct 2020,No Date,Non-Coal Mining,JAY MINERALS,Delisted
1256,SIA/OR/MIN/62502/2021,62502/121-MINB1/04-2021,Orissa,Kendujhar,Nandipada,Date of Submission : 12 Apr 2021,Date of TOR Granted : 19 Jul 2021,Non-Coal Mining,CHINMAY KUMAR NAYAK,TOR Granted
1257,SIA/OR/MIN/62500/2021,62500/122-MINB1/04-2021,Orissa,Kendujhar,Anandapur,Date of Submission : 12 Apr 2021,Date of TOR Granted : 19 Jul 2021,Non-Coal Mining,SANATAN SAMAL,TOR Granted
1258,SIA/OR/MIN/62393/2021,62393/118-MINB1/04-2021,Orissa,Kandhamal,Baliguda,Date of Submission : 01 Apr 2021,Date of TOR Granted : 19 Jul 2021,Non-Coal Mining,SRI BIPIN BIHARI PATRA,TOR Granted
1259,SIA/OR/IND2/37651/2019,37651/37-IND2/06-2019,Orissa,Ganjam,Purusottampur,Date of Submission : 12 Jun 2019,Date of TOR Granted : 03 Feb 2020,Industrial Projects - 2,SRI RAMESH CHANDRA SAHU,TOR Granted
1260,SIA/OR/IND2/29206/2018,29206/561-IND2/09-2018,Orissa,Sundargarh,Biramitrapur,Date of Submission : 26 Sep 2018,No Date,Industrial Projects - 2,SANJAY KUMAR JAISWAL,MoveToTORtoEC
1261,SIA/OR/MIN/29280/2018,29280/26-NCMB1/10-2018,Orissa,Sundargarh,Koida,Date of Submission : 11 Oct 2018,Date of TOR Granted : 01 Dec 2019,Non-Coal Mining,B C DAGARA,TOR Granted
1262,SIA/OR/MIN/56096/2020,56096/34-MINB1/08-2020,Orissa,Nayagarh,Fategarh,Date of Submission : 30 Aug 2020,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,RAJEESH KUMAR PRADHAN,TOR Granted
1263,SIA/OR/IND2/28971/2018,28971/560-IND2/09-2018,Orissa,Boudh,Kantamal,Date of Submission : 22 Sep 2018,No Date,Industrial Projects - 2,KRUSHNA CHANDRA SAHU,MoveToTORtoEC
1264,SIA/OR/IND/31829/2019,31829/07-IND/05-2019,Orissa,Sundargarh,Hemgir,Date of Submission : 16 May 2019,No Date,Industrial Projects - 1,VASUNDHARA POWER,Rejection Letter Granted
1265,SIA/OR/MIN/60636/2021,60636/72-MINB1/02-2021,Orissa,Ganjam,Chhatrapur,Date of Submission : 08 Feb 2021,Date of TOR Granted : 03 Apr 2021,Non-Coal Mining,TAHASILDAR CHHATRAPUR,TOR Granted
1266,SIA/OR/MIN/62120/2021,62120/108-MINB1/03-2021,Orissa,Ganjam,Digapahandi,Date of Submission : 25 Mar 2021,Date of TOR Granted : 08 Jul 2021,Non-Coal Mining,M/S PREMEX,TOR Granted
1267,SIA/OR/MIN/34039/2019,To be assigned,Orissa,Balangir,Patnagarh,Date of Submission : 01 Apr 2019,No Date,Non-Coal Mining,SRI BHAKTA CHARAN PATEL,Delisted
1268,SIA/OR/IND2/34100/2019,To be assigned,Orissa,Ganjam,Kabisuryanagar,Date of Submission : 03 Apr 2019,No Date,Industrial Projects - 2,ANIL SAHU,Delisted
1269,SIA/OR/IND2/38232/2019,38232/50-IND2/06-2019,Orissa,Ganjam,Asika,Date of Submission : 27 Jun 2019,Date of TOR Granted : 15 Oct 2019,Industrial Projects - 2,BISHNUPRIYA SAHU,TOR Granted - Processed offline
1270,SIA/OR/MIN/33386/2019,To be assigned,Orissa,Sonapur,Tarbha,Date of Submission : 20 Mar 2019,No Date,Non-Coal Mining,KRUTTIBAS MISHRA,Delisted
1271,SIA/OR/MIN/60713/2021,60713/86-MINB1/02-2021,Orissa,Mayurbhanj,Khunta,Date of Submission : 22 Feb 2021,Date of TOR Granted : 07 Apr 2021,Non-Coal Mining,TAHASILDAR GOPABANDHU NAGAR,TOR Granted
1272,SIA/OR/MIN/37392/2019,To be assigned,Orissa,Cuttack,Cuttack Sadar,Date of Submission : 06 Jun 2019,No Date,Non-Coal Mining,PRASANT KUMAR DALAI,Delisted
1273,SIA/OR/IND2/37524/2019,37524/25-IND2/06-2019,Orissa,Ganjam,Hinjili,Date of Submission : 08 Jun 2019,Date of TOR Granted : 07 Dec 2019,Industrial Projects - 2,KALIA SETHI,TOR Granted
1274,SIA/OR/IND2/37527/2019,37527/26-IND2/06-2019,Orissa,Ganjam,Hinjili,Date of Submission : 09 Jun 2019,Date of TOR Granted : 15 Oct 2019,Industrial Projects - 2,KALIA SETHI,TOR Granted - Processed offline
1275,SIA/OR/IND2/37535/2019,37535/27-IND2/06-2019,Orissa,Ganjam,Brahmapur Sadar,Date of Submission : 09 Jun 2019,Date of TOR Granted : 03 Feb 2020,Industrial Projects - 2,RAJENDRA KUMAR PATRA,TOR Granted
1276,SIA/OR/IND2/37541/2019,37541/28-IND2/06-2019,Orissa,Ganjam,Tarasingi,Date of Submission : 09 Jun 2019,Date of TOR Granted : 11 Oct 2019,Industrial Projects - 2,BHAGIRATHI SAHU,TOR Granted - Processed offline
1277,SIA/OR/MIN/78209/2022,78209/272-MINB1/06-2022,Orissa,Ganjam,Brahmapur Sadar,Date of Submission : 11 Jun 2022,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,KRUPA MUDULI,TOR Granted
1278,SIA/OR/MIN/62371/2021,To be assigned,Orissa,Cuttack,Tigiria,Date of Submission : 24 Nov 2022,No Date,Non-Coal Mining,CHINTAMANI SAMAL,Proposals returned to Proponent due to shortcoming
1279,SIA/OR/MIN/5655/2015,SEIAA/5655/997-NCM/12-2015,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 26 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,NRUPENDRA KUMAR SAI,TOR Granted - Processed offline
1280,SIA/OR/IND2/7853/2016,7853/05-IND/01-2016,Orissa,Jagatsinghapur,Kujang,Date of Submission : 11 Jan 2016,Date of TOR Granted : 19 May 2016,Industrial Projects - 2,INDIAN OIL CORPORATION LIMITED,TOR Granted - Processed offline
1281,SIA/OR/MIN/71815/2022,71815/77-MINB1/02-2022,Orissa,Sundargarh,Koida,Date of Submission : 07 Feb 2022,Date of TOR Granted : 15 Mar 2022,Non-Coal Mining, KASHVI POWER & STEEL PRIVATE LIMITED,TOR Granted
1282,SIA/OR/MIN/60755/2021,60755/93-MINB1/02-2021,Orissa,Puri,Delanga,Date of Submission : 24 Feb 2021,Date of TOR Granted : 11 May 2021,Non-Coal Mining,TAPAN KUMAR RAY,TOR Granted
1283,SIA/OR/MIN/60794/2021,60794/77-MINB1/02-2021,Orissa,Kendujhar,Ghasipura,Date of Submission : 13 Feb 2021,Date of TOR Granted : 03 Apr 2021,Non-Coal Mining,SRI HRUSHIKESHA JENA,TOR Granted
1284,SIA/OR/IND2/35242/2019,35242/05-IND2/04-2019,Orissa,Ganjam,Brahmapur Sadar,Date of Submission : 25 Apr 2019,No Date,Industrial Projects - 2,G GURU PRASAD REDDY,MoveToTORtoEC
1285,SIA/OR/MIN/68103/2021,To be assigned,Orissa,Rayagada,Rayagada,Date of Submission : 02 Oct 2021,No Date,Non-Coal Mining,TAHSILDAR KOLNARA,Delisted
1286,SIA/OR/MIN/68114/2021,To be assigned,Orissa,Rayagada,Rayagada,Date of Submission : 03 Oct 2021,No Date,Non-Coal Mining,TAHSILDAR KOLNARA,Delisted
1287,SIA/OR/MIN/68116/2021,To be assigned,Orissa,Rayagada,Rayagada,Date of Submission : 03 Oct 2021,No Date,Non-Coal Mining,TAHSILDAR KOLNARA,Delisted
1288,SIA/OR/IND2/37597/2019,37597/33-IND2/06-2019,Orissa,Ganjam,Purusottampur,Date of Submission : 11 Jun 2019,Date of TOR Granted : 03 Feb 2020,Industrial Projects - 2,SURESH CHANDRA SAHU,TOR Granted
1289,SIA/OR/IND2/37607/2019,37607/34-IND2/06-2019,Orissa,Ganjam,Purusottampur,Date of Submission : 11 Jun 2019,Date of TOR Granted : 03 Feb 2020,Industrial Projects - 2,SRI BIRAKISHORE PRADHAN,TOR Granted
1290,SIA/OR/IND2/37611/2019,37611/35-IND2/06-2019,Orissa,Ganjam,Purusottampur,Date of Submission : 11 Jun 2019,Date of TOR Granted : 03 Feb 2020,Industrial Projects - 2,SRI BIRAKISHORE PRADHAN,TOR Granted
1291,SIA/OR/IND2/37758/2019,37758/40-IND2/06-2019,Orissa,Ganjam,Chhatrapur,Date of Submission : 14 Jun 2019,Date of TOR Granted : 07 Dec 2019,Industrial Projects - 2,JIRU RAMAMURTY REDDY,TOR Granted
1292,SIA/OR/IND2/37798/2019,37798/48-IND2/06-2019,Orissa,Gajapati,Mohana,Date of Submission : 25 Jun 2019,Date of TOR Granted : 15 Oct 2019,Industrial Projects - 2,MONOJ KUMAR SAHU,TOR Granted - Processed offline
1293,SIA/OR/MIN/37667/2019,To be assigned,Orissa,Ganjam,Kodala,Date of Submission : 12 Jun 2019,No Date,Non-Coal Mining,SRI SARATHI SWAIN,Delisted
1294,SIA/OR/IND2/37668/2019,37668/39-IND2/06-2019,Orissa,Ganjam,Chhatrapur,Date of Submission : 12 Jun 2019,Date of TOR Granted : 03 Feb 2020,Industrial Projects - 2,J CHENNEYA REDDY,TOR Granted
1295,SIA/OR/IND2/37635/2019,37635/36-IND2/06-2019,Orissa,Ganjam,Golanthara,Date of Submission : 11 Jun 2019,Date of TOR Granted : 03 Feb 2020,Industrial Projects - 2,BHIMASEN SAHU,TOR Granted
1296,SIA/OR/MIN/5188/2015,SEIAA/5188/923-NCM/12-2015,Orissa,Bargarh,Bargarh,Date of Submission : 17 Dec 2015,Date of TOR Granted : 30 Jan 2016,Non-Coal Mining,SRIKANTA PANDA,TOR Granted - Processed offline
1297,SIA/OR/MIN/41856/2019,To be assigned,Orissa,Dhenkanal,Hindol,Date of Submission : 28 Aug 2019,No Date,Non-Coal Mining,SAHOO GOBARDHAN,Delisted
1298,SIA/OR/MIN/41977/2019,To be assigned,Orissa,Rayagada,Muniguda,Date of Submission : 29 Aug 2019,No Date,Non-Coal Mining,AKSHYA KUMAR RANA,Delisted
1299,SIA/OR/MIN/41983/2019,To be assigned,Orissa,Dhenkanal,Hindol,Date of Submission : 29 Aug 2019,No Date,Non-Coal Mining,GYANENDRA SAMAL,Delisted
1300,SIA/OR/IND2/36115/2019,To be assigned,Orissa,Ganjam,Hinjili,Date of Submission : 15 May 2019,No Date,Industrial Projects - 2,KALIA SETHI,Delisted
1301,SIA/OR/IND2/36138/2019,36138/11-IND2/05-2019,Orissa,Ganjam,Hinjili,Date of Submission : 15 May 2019,Date of TOR Granted : 15 Oct 2019,Industrial Projects - 2,DURGAMADHAB SAHU,TOR Granted - Processed offline
1302,SIA/OR/MIN/41153/2019,To be assigned,Orissa,Jajpur,Dharmasala,Date of Submission : 13 Aug 2019,No Date,Non-Coal Mining,PUSPRAJ SINGH,Delisted
1303,SIA/OR/IND2/41172/2019,To be assigned,Orissa,Ganjam,Kodala,Date of Submission : 26 Aug 2019,No Date,Industrial Projects - 2,RAGHUBEER PANIGRAHY,Delisted
1304,SIA/OR/MIN/41622/2019,To be assigned,Orissa,Sundargarh,Koida,Date of Submission : 23 Aug 2019,No Date,Non-Coal Mining,RAIKELA IRON ORE MINES,Delisted
1305,SIA/OR/MIN/69108/2021,To be assigned,Orissa,Koraput,Boriguma,Date of Submission : 16 Dec 2021,No Date,Non-Coal Mining,SRI AJIT KUMAR SADANGI,Delisted
1306,SIA/OR/MIN/69110/2021,To be assigned,Orissa,Khordha,Balianta,Date of Submission : 28 Dec 2021,No Date,Non-Coal Mining,"KUSHABHADRA RIVER SAND QUARRY, BHUABANPUR",Delisted
1307,SIA/OR/MIN/56715/2020,56715/27-MINB1/09-2020,Orissa,Rayagada,Muniguda,Date of Submission : 17 Sep 2020,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,M/S HINDUSTAN MINERALS INDUSTRIES,TOR Granted
1308,SIA/OR/MIN/56737/2020,56737/39-MINB1/09-2020,Orissa,Gajapati,Rayagada,Date of Submission : 18 Sep 2020,Date of TOR Granted : 21 Dec 2020,Non-Coal Mining,SMT. ANITA MAHANKUDO,TOR Granted
1309,SIA/OR/IND2/37545/2019,37545/29-IND2/06-2019,Orissa,Ganjam,Tarasingi,Date of Submission : 09 Jun 2019,Date of TOR Granted : 15 Oct 2019,Industrial Projects - 2,BHAGIRATHI SAHU,TOR Granted - Processed offline
1310,SIA/OR/IND2/37547/2019,37547/30-IND2/06-2019,Orissa,Ganjam,Bhanjanagar,Date of Submission : 09 Jun 2019,Date of TOR Granted : 18 Feb 2020,Industrial Projects - 2,JOGENDRA PRASAD,TOR Granted
1311,SIA/OR/MIN/68875/2021,68875/79-MINB1/02-2022,Orissa,Kendujhar,Anandapur,Date of Submission : 17 Feb 2022,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,SRI BANSHIDHAR NAYAK,TOR Granted
1312,SIA/OR/IND2/22309/2018,22309/199-IND2/03-2018,Orissa,Sambalpur,Jujomura,Date of Submission : 10 Mar 2018,No Date,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoEC
1313,SIA/OR/MIN/9518/2016,9518/1429-NCM/02-2016,Orissa,Jajpur,Dharmasala,Date of Submission : 05 Feb 2016,No Date,Non-Coal Mining,AJAY AGARWAL,Delisted
1314,SIA/OR/MIN/9519/2016,9519/1247-NCM/01-2016,Orissa,Rayagada,Rayagada,Date of Submission : 22 Jan 2016,No Date,Non-Coal Mining,PVP RAMU,Delisted
1315,SIA/OR/MIS/61914/2021,61914/53-MIS/03-2021,Orissa,Cuttack,Cuttack Sadar,Date of Submission : 14 Apr 2021,Date of TOR Granted : 02 Nov 2021,INFRA-2,GRAND BAZAAR DEVELOPERS LLP,TOR Granted
1316,SIA/OR/IND2/49408/2020,49408/66-IND2/01-2020,Orissa,Ganjam,Buguda,Date of Submission : 03 Jan 2020,Date of TOR Granted : 01 Jun 2020,Industrial Projects - 2,NARAYAN SAHU,TOR Granted
1317,SIA/OR/MIN/69851/2021,69851/172-MINB1/12-2021,Orissa,Ganjam,Bhanjanagar,Date of Submission : 07 Dec 2021,Date of TOR Granted : 15 Jan 2022,Non-Coal Mining,SRI SANTUNU KUMAR BEHERA,TOR Granted
1318,SIA/OR/CMIN/45596/2019,To be assigned,Orissa,Cuttack,Tangi,Date of Submission : 29 Oct 2019,No Date,Coal Mining,SRI NARENDRA AGARWAL,Delisted
1319,SIA/OR/MIN/26272/2018,26272 /11-MIN-V/06-2018,Orissa,Ganjam,Brahmapur Sadar,Date of Submission : 06 Jun 2018,Date of TOR Granted : 01 Nov 2019,Non-Coal Mining,AMARJOTHI GRANITES INDIA PVT LTD,TOR Granted
1320,SIA/OR/MIN/26273/2018,26273/17-NCM-V/11-2018,Orissa,Sundargarh,Rajagangapur,Date of Submission : 13 Nov 2018,Date of TOR Granted : 26 Nov 2019,Non-Coal Mining,BD PATNAIK MINERALS PVT.LTD.,TOR Granted
1321,SIA/OR/MIN/68477/2021,68477/256-MINB1/05-2022,Orissa,Gajapati,Parlakhemundi,Date of Submission : 27 May 2022,No Date,Non-Coal Mining,"TAHSILDAR, PARALAKHEMUNDI",Rejection Letter Granted
1322,SIA/OR/IND/47926/2019,To be assigned,Orissa,Jajpur,Sukinda,Date of Submission : 05 Dec 2019,No Date,Industrial Projects - 1,CHROME SAGAR,Delisted
1323,SIA/OR/MIN/69495/2021,To be assigned,Orissa,Jharsuguda,Jharsuguda,Date of Submission : 26 Nov 2021,No Date,Non-Coal Mining,RATNAKAR SAHOO,WithdrawTOR
1324,SIA/OR/MIN/69501/2021,To be assigned,Orissa,Sambalpur,Jujomura,Date of Submission : 27 Nov 2021,No Date,Non-Coal Mining,DHIRAJ KUMAR AGRAWALLA,WithdrawTOR
1325,SIA/OR/MIN/69507/2021,To be assigned,Orissa,Sambalpur,Jujomura,Date of Submission : 27 Nov 2021,No Date,Non-Coal Mining,DHIRAJ KUMAR AGRAWALLA,WithdrawTOR
1326,SIA/OR/MIN/73422/2022,73422/80-MINB1/03-2022,Orissa,Kendujhar,Champua,Date of Submission : 10 Mar 2022,Date of TOR Granted : 03 Nov 2022,Non-Coal Mining,FERRO ALLOYS CORPORATION LTD,TOR Granted
1327,SIA/OR/IND2/36705/2019,36705/20-IND2/05-2019,Orissa,Ganjam,Purusottampur,Date of Submission : 30 May 2019,Date of TOR Granted : 15 Oct 2019,Industrial Projects - 2,HEMA SAHU,TOR Granted - Processed offline
1328,SIA/OR/MIN/41890/2019,41890/08-MINB1/09-2019,Orissa,Sundargarh,Koida,Date of Submission : 30 Sep 2019,Date of TOR Granted : 22 Feb 2020,Non-Coal Mining,MS GEETARANI MOHANTY,TOR Granted
1329,SIA/OR/MIN/41900/2019,To be assigned,Orissa,Dhenkanal,Hindol,Date of Submission : 28 Aug 2019,No Date,Non-Coal Mining,ROUT PRATAP KISHORE,Delisted
1330,SIA/OR/MIN/68948/2021,68948/166-MINB1/11-2021,Orissa,Anugul,Talcher Sadar,Date of Submission : 05 Nov 2021,Date of TOR Granted : 13 Dec 2021,Non-Coal Mining,SANGHAMITRA BHUTIA,TOR Granted
1331,SIA/OR/MIN/68175/2021,To be assigned,Orissa,Rayagada,Rayagada,Date of Submission : 05 Oct 2021,No Date,Non-Coal Mining,TAHSILDAR KOLNARA,Delisted
1332,SIA/OR/MIN/69172/2021,69172/167-MINB1/11-2021,Orissa,Kendujhar,Nandipada,Date of Submission : 15 Nov 2021,Date of TOR Granted : 27 Dec 2021,Non-Coal Mining,GAJENDRA KUMAR SAHOO,TOR Granted
1333,SIA/OR/MIN/68122/2021,68122/158-MINB1/10-2021,Orissa,Kendujhar,Telkoi,Date of Submission : 06 Oct 2021,Date of TOR Granted : 07 Dec 2021,Non-Coal Mining,SRI KUNA SAHU,TOR Granted
1334,SIA/OR/MIN/68140/2021,68140/157-MINB1/10-2021,Orissa,Ganjam,Hinjili,Date of Submission : 04 Oct 2021,Date of TOR Granted : 01 Jan 1900,Non-Coal Mining,KIRAN KUMAR PANDA,TOR Granted
1335,SIA/OR/MIN/69069/2021,To be assigned,Orissa,Kendujhar,Nandipada,Date of Submission : 15 Nov 2021,No Date,Non-Coal Mining,GAJENDRA KUMAR SAHOO,WithdrawTOR
1336,SIA/OR/MIN/45516/2019,45516/11-MINB1/11-2019,Orissa,Khordha,Begunia,Date of Submission : 18 Nov 2019,Date of TOR Granted : 20 Jan 2020,Non-Coal Mining,SHRI JAGANNATH TEMPLE ADMINISTRATION,TOR Granted
